,id,time,open,high,low,close,volume,ranges,MA7,MA25,MA99,upperBB,lowerBB
335,336,2020-08-09,11765.7,11811,11526.9,11686,125463,284.1,11571.1,10517.8,9644.11,12606.7,8428.77
336,337,2020-08-10,11686,12100,11384.9,11896.9,290418,715.1,11666.8,10628.4,9674.38,12704.4,8552.34
337,338,2020-08-11,11896.9,11944,11127,11392.6,336862,817,11694.3,10718,9699.82,12720.6,8715.42
338,339,2020-08-12,11392.6,11630,11140,11568.4,213799,490,11668,10813.9,9725.54,12735.9,8891.86
339,340,2020-08-13,11568.4,11798,11272,11790,248215,526,11670.8,10917,9752.22,12755.5,9078.54
340,341,2020-08-14,11790,11868.4,11644.6,11767.9,159020,223.82,11695.4,11021.3,9770.13,12736.4,9306.21
341,342,2020-08-15,11767.9,11993.6,11682,11859,222263,311.58,11708.7,11120.1,9790.85,12724.3,9516.02
342,343,2020-08-16,11858.9,11945,11688,11921.2,165734,257,11742.3,11216.3,9814.8,12704.2,9728.32
343,344,2020-08-17,11921.3,12499.4,11780,12298.1,331435,719.42,11799.6,11324,9850.94,12712.4,9935.61
344,345,2020-08-18,12298.1,12403,11810,11960.8,291350,593,11880.8,11420.9,9885.29,12614.8,10226.9
345,346,2020-08-19,11962,12037,11574.8,11763.9,313267,462.27,11908.7,11503.4,9915.14,12464.6,10542.1
346,347,2020-08-20,11763.9,11888,11676,11857.9,130981,211.97,11918.4,11580.1,9940.91,12296.3,10863.8
347,348,2020-08-21,11858.5,11882.7,11491,11538.5,195107,391.68,11885.6,11599.7,9958.61,12281.2,10918.2
348,349,2020-08-22,11538.5,11689.1,11385.1,11670.5,126697,304.02,11858.7,11629.7,9982.44,12249.8,11009.7
349,350,2020-08-23,11670.5,11724,11522.2,11654,95608,201.85,11820.5,11651.4,10005.5,12232.9,11069.9
350,351,2020-08-24,11654,11832,11595,11753.3,108781,236.96,11742.7,11677,10026.4,12214.3,11139.8
351,352,2020-08-25,11753.3,11770,11130,11327.2,267235,640,11652.2,11676.4,10042.5,12215.4,11137.4
352,353,2020-08-26,11327.2,11548.7,11256,11466.2,170305,292.73,11609.7,11662.6,10059.6,12204.8,11120.3
353,354,2020-08-27,11466.2,11593,11130.8,11335.5,253778,462.18,11535,11672.8,10078.1,12177.6,11168
354,355,2020-08-28,11335.8,11544.9,11283.2,11526.8,129478,261.69,11533.4,11684.8,10103,12158.8,11210.8
355,356,2020-08-29,11526.8,11582,11419.3,11466.7,83715.2,162.66,11504.2,11695.5,10126.2,12134.7,11256.2
356,357,2020-08-30,11466.3,11724.1,11457.9,11714.1,113267,266.24,11512.8,11693.9,10151.9,12132.6,11255.2
357,358,2020-08-31,11714.1,11784.2,11575.8,11658.1,127272,208.43,11499.2,11689.4,10181.6,12127.1,11251.7
358,359,2020-09-01,11658.1,12061.1,11531.3,11930.2,211681,529.73,11585.4,11702.8,10212.3,12148.9,11256.6
359,360,2020-09-02,11930.2,11961,11156,11397,280412,805,11575.5,11688,10238.2,12149.6,11226.4
360,361,2020-09-03,11396.4,11475,9901.16,10141.1,487813,1573.84,11404.9,11626.2,10247.7,12398.2,10854.2
361,362,2020-09-04,10141.4,10635.8,9878.65,10448,432564,757.12,11250.7,11568.3,10256.6,12463.4,10673.2
362,363,2020-09-05,10448,10567.9,9808.58,10168.7,399307,759.29,11065.3,11519.3,10264.1,12574.1,10464.6
363,364,2020-09-06,10168.2,10349,10003,10258.1,190208,345.97,10857.3,11466.9,10269.8,12635.6,10298.2
364,365,2020-09-07,10258.1,10420.5,9879.68,10378.8,258477,540.87,10674.6,11410.5,10279.2,12648.4,10172.5
365,366,2020-09-08,10379.3,10443.8,9842.01,10129,317802,601.78,10417.2,11344.9,10278.2,12674.2,10015.7
366,367,2020-09-09,10130,10346,9981.13,10219.3,151223,364.87,10249,11279.3,10285.3,12663.6,9895.08
367,368,2020-09-10,10219.3,10484.6,10211.7,10335.9,187668,272.93,10276.8,11215.9,10292.1,12622.7,9809.13
368,369,2020-09-11,10335.9,10397.8,10200.8,10387.8,135929,197.05,10268.2,11139.5,10298.1,12508.4,9770.62
369,370,2020-09-12,10387.8,10477.7,10271,10438.3,97429,206.7,10306.7,11078.6,10306.4,12430.6,9726.61
370,371,2020-09-13,10438.3,10580,10209,10327.7,159022,370.99,10316.7,11021.1,10313.1,12373.9,9668.44
371,372,2020-09-14,10327.7,10746.1,10241.6,10664.1,205260,504.49,10357.4,10973.4,10322.4,12286.7,9660.05
372,373,2020-09-15,10664.1,10923.4,10592,10776.8,247657,331.42,10450,10942.9,10332.5,12236.8,9649.01
373,374,2020-09-16,10776.9,11089.1,10661.9,10948.2,252881,427.18,10554.1,10914,10344.4,12172,9656.05
374,375,2020-09-17,10948.2,11040,10740,10935.3,186484,300,10639.7,10885.3,10355,12105.1,9665.49
375,376,2020-09-18,10936,11035,10810.1,10926.3,136028,224.9,10716.7,10852.2,10371.6,12017.6,9686.85
376,377,2020-09-19,10926.3,11177,10880,11073.7,126239,297,10807.4,10842.1,10388,11994.5,9689.59
377,378,2020-09-20,11073.2,11073.9,10751,10914.3,150451,322.9,10891.2,10820,10402.6,11943.4,9696.55
378,379,2020-09-21,10915.5,10980.7,10281,10414.7,333047,699.69,10855.6,10783.2,10413.4,11896.5,9669.81
379,380,2020-09-22,10414.7,10574.1,10353.1,10523.3,179901,220.98,10819.4,10743,10424.5,11816.3,9669.74
380,381,2020-09-23,10523.3,10531.9,10132.2,10237.9,203028,399.73,10717.9,10693.9,10431.8,11741.3,9646.45
381,382,2020-09-24,10237.9,10837.3,10191,10724.9,241647,646.27,10687.9,10654.3,10444.6,11612,9696.57
382,383,2020-09-25,10724.9,10754.3,10551.6,10683.5,170931,202.73,10653.2,10615.3,10457.7,11477.4,9753.27
383,384,2020-09-26,10683.5,10827.8,10642.2,10726.5,109340,185.57,10603.6,10567.2,10472.1,11236,9898.31
384,385,2020-09-27,10726.5,10793.5,10584,10768,123441,209.5,10582.7,10542,10486.4,11122.3,9961.76
385,386,2020-09-28,10768,11024,10627.2,10691.5,187105,396.81,10622.2,10564,10500.5,11122.2,10005.8
386,387,2020-09-29,10691.9,10863.9,10631.5,10837,146888,232.45,10667,10579.6,10512.1,11146,10013.2
387,388,2020-09-30,10837,10846,10660,10773,132834,185.94,10743.5,10603.8,10523.6,11148.2,10059.3
388,389,2020-10-01,10773,10935.1,10442,10612.6,253620,493.14,10727.4,10617.9,10536.9,11143,10092.9
389,390,2020-10-02,10612.6,10660,10371,10565.2,224747,288.97,10710.5,10625.4,10550.2,11141.5,10109.3
390,391,2020-10-03,10565.4,10596,10491.1,10538,76315.9,104.89,10683.6,10641.8,10564.1,11116.6,10166.9
391,392,2020-10-04,10538,10694,10514,10660.2,90912.1,180,10668.2,10659.4,10580.8,11100.4,10218.4
392,393,2020-10-05,10660.2,10792,10608.9,10785,130589,183.1,10681.6,10677.4,10597.7,11099.7,10255
393,394,2020-10-06,10785,10792,10510.7,10593.7,184895,281.34,10646.8,10685.6,10611.9,11092.1,10279.1
394,395,2020-10-07,10593.7,10675,10540.3,10658.8,106701,134.71,10630.5,10694.4,10627.2,11087.9,10300.9
395,396,2020-10-08,10658.8,10958,10523,10919.5,207939,435,10674.3,10718.1,10644.3,11090.3,10345.8
396,397,2020-10-09,10919.5,11110,10818.4,11050.5,154337,291.56,10743.7,10733.5,10664.1,11127.9,10339.2
397,398,2020-10-10,11050.5,11494,11050.5,11294.8,199398,443.54,10851.8,10754.3,10686.7,11208,10300.5
398,399,2020-10-11,11294.8,11450.7,11273.8,11369.6,146323,176.96,10953.1,10771.1,10709.3,11282.5,10259.7
399,400,2020-10-12,11369.6,11732,11157,11530.4,254217,575,11059.6,10794.9,10734.1,11387.2,10202.6
400,401,2020-10-13,11530.4,11562,11308,11419.4,199115,254,11177.6,10814.6,10755.1,11456,10173.3
401,402,2020-10-14,11419.4,11550,11280.5,11417.1,192937,269.5,11285.9,10828.4,10776.9,11506.5,10150.3
402,403,2020-10-15,11417.1,11649.5,11250,11502,215260,399.48,11369.1,10851.9,10797.8,11581.2,10122.6
403,404,2020-10-16,11502,11538.9,11175,11318.9,212339,363.92,11407.5,10888.1,10818.8,11616.7,10159.4
404,405,2020-10-17,11319.5,11424.1,11250,11356.2,95893,174.09,11416.2,10921.4,10839.7,11656.7,10186.1
405,406,2020-10-18,11356.2,11529.9,11342.5,11501.1,92472.2,187.39,11435,10971.9,10862.6,11684.8,10259
406,407,2020-10-19,11501.5,11830,11404,11745,230162,425.99,11465.7,11012.7,10887.3,11781.3,10244.1
407,408,2020-10-20,11745,12045.8,11673,11900,312812,372.78,11534.3,11061.4,10914.1,11894.4,10228.3
408,409,2020-10-21,11900,13240,11876,12796.1,591963,1364,11731.3,11144.1,10949.9,12215.7,10072.6
409,410,2020-10-22,12796.1,13188.3,12675.5,12968.9,343852,512.77,11940.9,11232.2,10988,12515.7,9948.67
410,411,2020-10-23,12970.4,13043,12725,12925.8,237043,317.96,12170.4,11321.6,11026.3,12751,9892.06
411,412,2020-10-24,12925.8,13177.6,12871.1,13110.9,176147,306.52,12421.1,11412.5,11066.3,12994.7,9830.27
412,413,2020-10-25,13110.9,13369,12715,13023.8,206013,654,12638.6,11502.5,11105.2,13186.1,9819.02
413,414,2020-10-26,13024.2,13240,12729,13047.2,316503,511,12824.7,11599.9,11144,13349.3,9850.53
414,415,2020-10-27,13047.2,13787.8,13041.3,13629.4,411510,746.53,13071.7,11722.5,11189.1,13594.9,9850.11
415,416,2020-10-28,13629.9,13863,12876,13256.2,476994,987,13137.5,11831.2,11228.2,13732.5,9929.97
416,417,2020-10-29,13255.8,13637.2,12965,13446.7,355352,672.22,13205.7,11942.7,11267.9,13884.2,10001.2
417,418,2020-10-30,13446.7,13665.7,13100,13549.1,349891,565.65,13294.8,12053.2,11307.7,14034.5,10072
418,419,2020-10-31,13549.1,14140,13403.4,13783.7,357853,736.64,13390.9,12180.8,11350.6,14181.2,10180.5
419,420,2020-11-01,13783.7,13891.5,13605.9,13752.9,198395,285.62,13495,12304.6,11391.5,14295.4,10313.8
420,421,2020-11-02,13752.9,13823.8,13195,13540.5,327992,628.75,13565.5,12409.4,11427.9,14372.2,10446.7
421,422,2020-11-03,13541.5,14070,13276.3,14016.5,348730,793.67,13620.8,12528.1,11457.9,14507.1,10549.1
422,423,2020-11-04,14016.5,14280,13512,14134.3,451433,768,13746.2,12641.7,11490.3,14651.4,10631.9
423,424,2020-11-05,14134.3,15777,14088,15598.8,717490,1688.99,14053.7,12810.8,11535.7,15070.8,10550.8
424,425,2020-11-06,15598.7,15984.2,15177,15591,559380,807.2,14345.4,12973.3,11580.9,15425.3,10521.2
425,426,2020-11-07,15591,15774,14350,14824.3,457583,1424,14494,13109.5,11616.1,15580.1,10638.8
426,427,2020-11-08,14824.3,15678,14710,15473.2,290616,968,14739.8,13271.7,11653,15811,10732.4
427,428,2020-11-09,15473.2,15869,14822,15328.7,474182,1047,14995.3,13424.8,11696,15980.9,10868.6
428,429,2020-11-10,15328.7,15474.2,15071,15294.7,244074,403.17,15177.9,13583.8,11737.1,16088.2,11079.4
429,430,2020-11-11,15294.7,16000,15274.9,15690.2,330773,725.11,15400.1,13757.2,11782.4,16218.7,11295.6
430,431,2020-11-12,15690.2,16345,15437.7,16289,471759,907.3,15498.7,13948.7,11828.2,16423.9,11473.5
431,432,2020-11-13,16289,16480,15955.6,16320.5,306656,524.39,15602.9,14131.7,11874.2,16604.6,11658.8
432,433,2020-11-14,16320.5,16326.8,15700,16064.5,266207,626.82,15780.1,14298.3,11919.3,16705,11891.6
433,434,2020-11-15,16064.5,16161.2,15768,15952.3,210318,393.23,15848.6,14424.5,11961.6,16834,12015
434,435,2020-11-16,15951.9,16882,15862,16707.1,342459,1020,16045.5,14574.1,12012.3,17069.6,12078.5
435,436,2020-11-17,16707,17890.1,16550,17670,524095,1340.1,16384.8,14763.8,12070.6,17451.3,12076.4
436,437,2020-11-18,17670,18520,17215,17788.3,732937,1304.97,16684.5,14950.9,12135.2,17805,12096.8
437,438,2020-11-19,17788.3,18200,17347.3,17811.7,406501,852.73,16902.1,15142.4,12198.3,18098.4,12186.4
438,439,2020-11-20,17811.7,18831.6,17748.9,18664.3,407927,1082.68,17236.9,15367.1,12267.7,18507.7,12226.5
439,440,2020-11-21,18662.8,18986,18302.1,18722,342412,683.92,17616.5,15570.8,12338,18896.9,12244.7
440,441,2020-11-22,18722,18780,17646,18435.2,373779,1134.02,17971.2,15778,12404.4,19148.2,12407.7
441,442,2020-11-23,18434.2,18812.7,18014,18382.1,364221,798.68,18210.5,15975.4,12469.7,19354.8,12596
442,443,2020-11-24,18382.1,19440,18000,19179.6,477968,1440,18426.2,16200.6,12539.2,19655.9,12745.3
443,444,2020-11-25,19178.5,19554.2,18509.1,18741.7,426277,1045.07,18562.4,16398.9,12607.7,19845.4,12952.5
444,445,2020-11-26,18741.7,18940.7,16181,17155.3,850693,2759.69,18468.6,16535,12662.1,19810.6,13259.5
445,446,2020-11-27,17155.4,17465,16444.8,17144.1,398073,1020.17,18251.4,16679.2,12715.5,19714,13644.4
446,447,2020-11-28,17144.1,17880,16865.8,17717.7,268834,1014.22,18108,16827.2,12778,19676.2,13978.2
447,448,2020-11-29,17717.7,18343,17523,18181.1,256024,820,18071.7,16989.1,12843.7,19654.5,14323.7
448,449,2020-11-30,18180.4,19944,18178.8,19720,500483,1765.18,18262.8,17153.9,12925.2,19966.8,14341.1
449,450,2020-12-01,19722.1,19956,18050,18772.7,553885,1906,18204.7,17281.2,12996.1,20087.3,14475.1
450,451,2020-12-02,18770.3,19365,18329.6,19207,335717,1035.42,18271.1,17456.5,13075.7,20169.1,14743.9
451,452,2020-12-03,19207,19640,18865,19434.3,245021,775,18596.7,17615,13156.2,20307.5,14922.4
452,453,2020-12-04,19432.7,19537.2,18570,18664.2,276272,967.16,18813.9,17748.4,13230.2,20295.5,15201.2
453,454,2020-12-05,18662.7,19203.5,18510,19147.6,165913,693.46,19018.1,17902.5,13307.2,20292.5,15512.5
454,455,2020-12-06,19147.6,19449.1,18855.3,19375,176005,593.75,19188.7,18049.9,13387.1,20323,15776.8
455,456,2020-12-07,19375,19446.4,18908.7,19172.9,169402,537.7,19110.5,18165.2,13462.4,20357.3,15973.2
456,457,2020-12-08,19172.9,19319.4,18133.3,18319.3,280714,1186.05,19045.8,18245.2,13529.7,20298.3,16192.1
457,458,2020-12-09,18319.3,18639.7,17650,18538,353124,989.7,18950.2,18344.1,13596.4,20187,16501.3
458,459,2020-12-10,18538,18550,17916,18253.5,233960,634,18781.5,18436.2,13665.7,19988.2,16884.2
459,460,2020-12-11,18254,18290.4,17555,18031.5,317866,735.44,18691.1,18489.2,13745.4,19877,17101.4
460,461,2020-12-12,18031.7,18950,18012.2,18800,196962,937.79,18641.5,18534.4,13829.8,19884.1,17184.6
461,462,2020-12-13,18800,19432,18705.5,19175.1,239760,726.54,18612.9,18589.8,13920.7,19925.7,17254
462,463,2020-12-14,19175.1,19355.3,19004.7,19270.7,181556,350.63,18626.9,18648.2,14011.8,19969.8,17326.6
463,464,2020-12-15,19270.7,19598,19039.6,19424.9,248744,558.36,18784.8,18678.6,14103.1,20036.3,17320.9
464,465,2020-12-16,19424.9,21600,19274.6,21346.8,459302,2325.45,19186.1,18783.6,14216.5,20510.9,17056.3
465,466,2020-12-17,21346.8,23888,21231.5,22817,823436,2656.54,19838,18958.9,14343.7,21314,16603.7
466,467,2020-12-18,22817,23330,22363.9,23124.3,305997,966.06,20565.5,19148.6,14472.9,22017.9,16279.2
467,468,2020-12-19,23124.3,24281.6,22735.8,23847.3,337535,1545.8,21286.6,19335.3,14608.8,22765.7,15904.9
468,469,2020-12-20,23847.3,24376,23076.2,23473,322290,1299.75,21900.6,19524.5,14740.5,23321,15728.1
469,470,2020-12-21,23473,24145,21920,22730.1,476457,2225,22394.8,19747.5,14865.8,23618.3,15876.8
470,471,2020-12-22,22736.1,23850,22387,23827,326124,1463,23023.6,20014.8,14998.7,24055.8,15973.9
471,472,2020-12-23,23826.7,24235.4,22572.5,23238.3,394755,1662.9,23293.9,20235.7,15124.6,24356.1,16115.2
472,473,2020-12-24,23237.7,23819.8,22700,23737.4,237754,1119.81,23425.3,20457.9,15253.8,24713.8,16202
473,474,2020-12-25,23738.8,24827.6,23450,24730,284523,1377.64,23654.7,20658.3,15393.1,25229.6,16087.1
474,475,2020-12-26,24730,26926,24507.2,26508.8,367266,2418.76,24034.9,20967.8,15550.5,26028.3,15907.2
475,476,2020-12-27,26508.8,28459.8,25850,26305.6,540264,2609.84,24439.6,21251.7,15704.4,26683.6,15819.8
476,477,2020-12-28,26301.8,27538.8,26117.1,27102.7,267563,1421.72,25064.3,21558.4,15867.9,27412.4,15704.5
477,478,2020-12-29,27101.4,27441.7,25913,27402.8,260759,1528.72,25575.1,21908,16039.5,28077,15739
478,479,2020-12-30,27402.8,29063.7,27401,28907,374738,1662.72,26384.9,22298.4,16225.2,28955.4,15641.4
479,480,2020-12-31,28907,29376.7,27848,28951.7,313649,1528.7,27129.8,22681.4,16414.2,29728.3,15634.6
480,481,2021-01-01,28948.2,29668.9,28627.1,29337.2,210716,1041.74,27788,23088,16602.2,30456.9,15719.1
481,482,2021-01-02,29337.2,33480,28958.2,32199.9,545541,4521.76,28601,23643.2,16819.6,31584.5,15701.9
482,483,2021-01-03,32198.4,34832.2,32000,33054.5,487487,2832.23,29565.1,24223.9,17045.1,32713.7,15734.1
483,484,2021-01-04,33053.9,33653.6,27800,32031.1,506128,5853.56,30269.2,24775,17259.9,33436.9,16113
484,485,2021-01-05,32029.6,34500,29900,33999.5,433721,4600,31211.6,25413.7,17495.3,34354.2,16473.2
485,486,2021-01-06,33999.5,37037.5,33356.5,36823.7,444020,3681.05,32342.5,26134.7,17757.8,35735.4,16533.9
486,487,2021-01-07,36825.8,40565.6,36337.4,39498.9,520148,4228.26,33849.3,26947.6,18048,37488.7,16406.5
487,488,2021-01-08,39498.3,42125.5,36539.8,40637.2,518081,5585.74,35463.5,27802.3,18351.2,39181.4,16423.2
488,489,2021-01-09,40638.9,41539.9,38733.3,40136,260883,2806.6,36597.3,28630.7,18649.9,40474.7,16786.7
489,490,2021-01-10,40136.1,41412.1,35268,38221.7,436759,6144.12,37335.4,29305.7,18929.6,41341.9,17269.5
490,491,2021-01-11,38200,38322.2,30448,35408.5,906276,7874.18,37817.9,29809.4,19179.6,41767.8,17850.9
491,492,2021-01-12,35406.9,36693.4,32600,34056.9,449066,4093.44,37826.1,30246.7,19414.6,41984,18509.3
492,493,2021-01-13,34065.5,37880,32420,37421.1,398188,5460,37911.5,30789.6,19685.6,42549.3,19029.9
493,494,2021-01-14,37416.3,40189.4,36764.3,39163.3,353142,3425.06,37863.5,31417.2,19973.5,43224.6,19609.9
494,495,2021-01-15,39163.3,39790,34478,36755.2,437610,5312,37309,31978.2,20234.5,43392,20564.5
495,496,2021-01-16,36755.2,38000,35366,36025.7,301102,2634,36721.8,32466.2,20486.8,43463.4,21469
496,497,2021-01-17,36025.6,36898,33863.5,35869.8,287686,3034.5,36385.8,32971.4,20735,43345.1,22597.8
497,498,2021-01-18,35875.7,37547.9,34808.5,36686.9,253387,2739.47,36568.4,33489.4,20990.7,43214.9,23764
498,499,2021-01-19,36690,37961,35850,35891,257889,2111,36830.4,33935.9,21236.8,42987.2,24884.5
499,500,2021-01-20,35891.7,36461.4,33403,35500,329192,3058.44,36556,34295.5,21480,42816.2,25774.8
500,501,2021-01-21,35499.2,35636.2,30069.9,30880,550562,5566.27,35372.7,34478.5,21676.6,42464,26493
